Date/Time,OA_DB,Site Horizontal Infrared Radiation Rate per Area,Site Diffuse Solar Radiation Rate per Area,Site Direct Solar Radiation Rate per Area,Electric Equipment Electricity Rate,People Occupant Count,Site Outdoor Air Wetbulb Temperature,Site Outdoor Air Humidity Ratio
 01/13  22:00:00,-6.7,248.25,0,0,0,0,-7.882445454,0.001550607
 01/13  23:00:00,-6.7,249.625,0,0,0,0,-7.75911292,0.001617933
 01/13  24:00:00,-6.7,249.375,0,0,0,0,-7.884868011,0.001555327
 01/14  01:00:00,-7.2,247.75,0,0,0,0,-8.229358183,0.001553811
 01/14  02:00:00,-7.8,245.75,0,0,0,0,-8.522771502,0.001615986
 01/14  03:00:00,-4.4,254.375,0,0,0,0,-5.711428066,0.001928461
 01/14  04:00:00,-4.4,260,0,0,0,0,-5.711428066,0.001928461
 01/14  05:00:00,-6.1,255,0,0,0,0,-7.201733644,0.00171291
 01/14  06:00:00,-6.7,250.75,0,0,0,0,-7.597253314,0.00171431
 01/14  07:00:00,-5.6,253.125,0,0,0,0,-6.556585046,0.001881541
 01/14  08:00:00,-4.4,257.5,23.4375,3,0,0,-5.852131005,0.001842242
 01/14  09:00:00,-5,257.75,82.75,6.9375,0,0,-6.44717416,0.001721161
 01/14  10:00:00,-4.4,258.25,129.6875,6.8125,0,0,-5.849321625,0.001836649
 01/14  11:00:00,-4.4,259,158.375,3.125,0,0,-5.848387777,0.001834792
 01/14  12:00:00,-3.9,260.25,184.5625,5.375,0,0,-5.536663597,0.001829291
 01/14  13:00:00,-3.9,260.375,164.25,159.375,0,0,-5.832545961,0.00166087
 01/14  14:00:00,-3.3,238.75,66,747.0625,0,0,-5.765558193,0.001484814
 01/14  15:00:00,-2.8,229.75,54.0625,615.0625,0,0,-5.440048277,0.001484966
 01/14  16:00:00,-3.9,229.5,37.125,355.1875,0,0,-6.278012728,0.001406919
 01/14  17:00:00,-5.6,221.75,9.125,86.9375,0,0,-7.56836793,0.001309589
 01/14  18:00:00,-6.7,215.5,0,0,0,0,-8.247430451,0.001341414
 01/14  19:00:00,-7.2,213.375,0,0,0,0,-8.579684891,0.001346643
 01/14  20:00:00,-7.2,213,0,0,0,0,-8.458635385,0.001407526
 01/14  21:00:00,-9.4,211.125,0,0,0,0,-10.18308035,0.001314139
 01/14  22:00:00,-9.4,206.875,0,0,0,0,-10.28628831,0.001262835
 01/14  23:00:00,-11.7,200.625,0,0,0,0,-12.04867692,0.00122325
 01/14  24:00:00,-14.4,192.375,0,0,0,0,-14.61550014,0.000989318
 01/15  01:00:00,-14.4,188.375,0,0,0,0,-14.71155438,0.000945765
 01/15  02:00:00,-14.4,188.625,0,0,0,0,-14.61550014,0.000989318
 01/15  03:00:00,-14.4,189,0,0,0,0,-14.61550014,0.000989318
 01/15  04:00:00,-13.9,190.25,0,0,0,0,-14.12354122,0.001035793
 01/15  05:00:00,-12.8,193.5,0,0,0,0,-13.01498853,0.001157774
 01/15  06:00:00,-12.2,195.625,0,0,0,0,-12.76301335,0.001063841
 01/15  07:00:00,-10,201,0,0,0,0,-10.65425907,0.00129593
 01/15  08:00:00,-8.3,210.875,23.0625,47.25,0,0,-8.993658723,0.001524957
 01/15  09:00:00,-6.1,222.5,61.5,214.6875,0,0,-6.893887029,0.001847216
 01/15  10:00:00,-4.4,228.25,81.5625,534.375,0,0,-5.840957548,0.001820071
 01/15  11:00:00,-2.8,230.25,91.875,702.9375,0,0,-4.69067856,0.00190479
 01/15  12:00:00,-1.1,235.375,103.75,720.1875,0,0,-3.287990806,0.002128679
 01/15  13:00:00,0.6,242.375,123.1875,673.625,0,0,-1.93789038,0.002360968
 01/15  14:00:00,1.7,247.5,116.5,561.125,0,0,-1.154405854,0.002469261
 01/15  15:00:00,2.8,257.125,105.6875,273.125,0,0,-0.393181103,0.002580115
 01/15  16:00:00,2.8,259.5,59.6875,205.75,0,0,-0.393181103,0.002580115
 01/15  17:00:00,0.6,256.75,12.8125,26.8125,0,0,-1.620855262,0.002561874
 01/15  18:00:00,0,251,0,0,0,0,-1.948284365,0.002565038
 01/15  19:00:00,-2.8,241.75,0,0,0,0,-3.91229898,0.002364785
 01/15  20:00:00,-2.2,241.125,0,0,0,0,-3.508306278,0.002391313
 01/15  21:00:00,-2.2,244.25,0,0,0,0,-3.508306278,0.002391313
 01/15  22:00:00,-5,235.625,0,0,0,0,-5.354627742,0.002314479
 01/15  23:00:00,-3.3,230.625,0,0,0,0,-4.382551092,0.002266899
 01/15  24:00:00,-5,227.25,0,0,0,0,-5.533311115,0.002213492
 01/16  01:00:00,-5.6,223.75,0,0,0,0,-6.115224439,0.002102216
 01/16  02:00:00,-6.7,220.5,0,0,0,0,-7.021189349,0.00199858
 01/16  03:00:00,-7.2,217.75,0,0,0,0,-7.511657183,0.001913492
 01/16  04:00:00,-5.6,220.75,0,0,0,0,-6.115224439,0.002102216
 01/16  05:00:00,-5,224.25,0,0,0,0,-5.667928545,0.002137772
 01/16  06:00:00,-5,225,0,0,0,0,-5.533311115,0.002213492
 01/16  07:00:00,-4.4,231.25,0,0,0,0,-5.091010457,0.002250414
 01/16  08:00:00,-3.9,234.375,24,35.0625,224,2.3333345,-4.610949773,0.002350773
 01/16  09:00:00,-1.1,244.625,90.1875,129.4375,224,8.458338,-2.316504193,0.002730012
 01/16  10:00:00,1.1,259.125,138.875,156.8125,0,1.45833345,-0.621269838,0.003031743
 01/16  11:00:00,2.8,284,148.6875,33.4375,224,2.625,0.63025158,0.003142721
 01/16  12:00:00,4.4,288.5,179.375,194.0625,0,0.875,1.706142596,0.00325954
 01/16  13:00:00,7.2,281.5,125.75,549.8125,224,10.5,3.838092046,0.003712324
 01/16  14:00:00,9.4,286.25,117.75,474.6875,0,8.166669,5.365293138,0.004019319
 01/16  15:00:00,10,298.125,121.8125,166.375,0,0,6.159803564,0.004419891
 01/16  16:00:00,10,303.625,65.625,97,0,0,6.347506046,0.004580768
 01/16  17:00:00,8.3,297.75,11.9375,14.0625,0,0,5.48725432,0.004564344
 01/16  18:00:00,8.3,314,0,0,0,0,5.659798555,0.004703703
 01/16  19:00:00,8.3,326,0,0,0,0,5.659798555,0.004703703
 01/16  20:00:00,8.9,328.5,0,0,0,0,6.287596716,0.004973033
 01/16  21:00:00,8.3,318.125,0,0,0,0,5.658450522,0.004708486
 01/16  22:00:00,8.3,320.375,0,0,0,0,5.658450522,0.004708486
 01/16  23:00:00,7.8,325.375,0,0,0,0,5.710648673,0.004954473
 01/16  24:00:00,7.2,323.125,0,0,0,0,5.640234997,0.005147746
 01/17  01:00:00,6.7,320.75,0,0,0,0,5.404837738,0.005155418
 01/17  02:00:00,6.1,318.125,0,0,0,0,5.061637824,0.005125002
 01/17  03:00:00,5.6,292,0,0,0,0,4.06073087,0.004543378
 01/17  04:00:00,4.4,270.125,0,0,0,0,3.147690151,0.004335856
 01/17  05:00:00,3.3,263.5,0,0,0,0,2.373605126,0.004207659
 01/17  06:00:00,2.8,260.125,0,0,0,0,1.893719772,0.004056125
 01/17  07:00:00,2.8,264.625,0,0,224,5.833338,1.893719772,0.004056125
 01/17  08:00:00,2.8,268,17.4375,158.625,224,5.833338,1.894237882,0.004052014
 01/17  09:00:00,3.3,266.75,41.75,523.125,224,2.041669,2.105633423,0.004002562
 01/17  10:00:00,6.1,270.375,54.75,711.5625,0,1.7500035,4.146590647,0.004395887
 01/17  11:00:00,8.3,282.375,79.75,707.6875,0,0,5.488697176,0.004559714
 01/17  12:00:00,10,288.625,88.375,755.1875,0,0,6.349332155,0.004576116
 01/17  13:00:00,11.7,299.625,118.5,593.9375,224,3.5,7.207306968,0.004603332
 01/17  14:00:00,11.1,307.25,120.1875,386.4375,0,3.5,6.703075976,0.004422642
 01/17  15:00:00,10.6,319.875,96.875,64.1875,0,0,6.479037855,0.004439455
 01/17  16:00:00,10,325.125,63.125,26.1875,0,0,6.349332155,0.004576116
 01/17  17:00:00,8.3,310.25,12.75,9.5625,0,0,5.659798555,0.004703703
 01/17  18:00:00,7.2,303.875,0,0,0,0,4.915173017,0.004555105
 01/17  19:00:00,6.7,308.125,0,0,0,0,4.935921298,0.004775018
 01/17  20:00:00,6.7,301.25,0,0,0,0,5.171558818,0.004962542
 01/17  21:00:00,6.1,290.375,0,0,0,0,5.062178633,0.005119793
 01/17  22:00:00,6.1,288.25,0,0,0,0,5.061637824,0.005125002
 01/17  23:00:00,6.7,308.375,0,0,0,0,5.170766679,0.00496759
 01/17  24:00:00,6.1,317.5,0,0,0,0,4.605476729,0.004769554
 01/18  01:00:00,6.7,319.125,0,0,0,0,5.636683323,0.005348803
 01/18  02:00:00,6.7,321,0,0,0,0,5.867107207,0.005542699
 01/18  03:00:00,6.7,321,0,0,0,0,5.635591999,0.005359724
 01/18  04:00:00,6.7,321,0,0,0,0,5.635050111,0.005365201
 01/18  05:00:00,7.2,322.875,0,0,0,0,6.114055066,0.005559928
 01/18  06:00:00,7.2,314,0,0,0,0,6.114055066,0.005559928
 01/18  07:00:00,7.2,318,0,0,112,1.75,6.114055066,0.005559928
 01/18  08:00:00,6.7,322.125,14.4375,2.25,0,5.25,5.634503102,0.00537069
 01/18  09:00:00,6.7,319.75,59.5625,30.0625,0,0,4.931305238,0.004799394
 01/18  10:00:00,6.1,307.125,137.375,138.375,0,0,4.140319636,0.004422799
 01/18  11:00:00,5.6,291.875,164.8125,242.3125,0,0,3.604199184,0.00420881
 01/18  12:00:00,5,287,166.1875,237.6875,224,5.25,3.273668829,0.004206871
 01/18  13:00:00,4.4,299.5,152.5,25.75,224,9.9166655,2.931128584,0.0041932
 01/18  14:00:00,3.3,303.25,132.875,6.125,0,6.1249965,1.896923661,0.003882759
 01/18  15:00:00,2.8,299.75,98.9375,2.5,0,0,1.627041434,0.003886004
 01/18  16:00:00,2.2,296.5,43.5625,2.375,0,0,1.057357498,0.003722576
 01/18  17:00:00,1.7,293.75,8.125,0.1875,0,0,0.771119001,0.003723269
 01/18  18:00:00,1.7,293,0,0,0,0,0.771665248,0.003719478
 01/18  19:00:00,1.7,293,0,0,0,0,0.771665248,0.003719478
 01/18  20:00:00,1.7,293,0,0,0,0,0.771665248,0.003719478
 01/18  21:00:00,1.7,293,0,0,0,0,0.771665248,0.003719478
 01/18  22:00:00,1.7,293,0,0,0,0,0.771665248,0.003719478
 01/18  23:00:00,1.7,293,0,0,0,0,0.771665248,0.003719478
 01/18  24:00:00,1.7,293,0,0,0,0,0.771665248,0.003719478
 01/19  01:00:00,2.2,294.25,0,0,0,0,1.058023208,0.003718786
 01/19  02:00:00,2.2,295,0,0,0,0,1.057357498,0.003722576
 01/19  03:00:00,2.2,295,0,0,0,0,1.058023208,0.003718786
 01/19  04:00:00,1.7,293.75,0,0,0,0,0.583070184,0.003587445
 01/19  05:00:00,1.1,291.125,0,0,0,0,0.012851599,0.003435311
 01/19  06:00:00,1.7,291.25,0,0,0,0,0.39425749,0.003451955
 01/19  07:00:00,1.1,290.75,0,0,224,2.0416655,0.013502785,0.003431818
 01/19  08:00:00,1.1,288.125,23.0625,0.75,0,6.1249965,-0.818929947,0.002927237
 01/19  09:00:00,1.1,287,88.9375,1,0,0,-1.011243618,0.002801219
 01/19  10:00:00,1.1,287.625,139.5,1,0,0,-0.626925973,0.003050207
 01/19  11:00:00,0.6,286.75,185.5625,1,0,0,-0.878258648,0.00306312
 01/19  12:00:00,0.6,285.375,220.6875,1,224,9.6250035,-1.064945309,0.002944624
 01/19  13:00:00,0.6,285,217.125,0.8125,224,6.416669,-1.064945309,0.002944624
 01/19  14:00:00,0,283.125,202,0.25,0,3.2083345,-1.834848142,0.002663393
 01/19  15:00:00,-0.6,279.5,138.5,0.75,224,0.2916655,-2.380452101,0.002534196
 01/19  16:00:00,-0.6,278,78.8125,0.0625,44.8,1.5749965,-2.499000064,0.00246045
 01/19  17:00:00,-1.1,276.75,15.9375,0,0,0.7,-2.663247398,0.002537063
 01/19  18:00:00,-1.1,276,0,0,0,0,-2.834549724,0.002428474
 01/19  19:00:00,-1.1,276,0,0,224,1.166662,-2.834549724,0.002428474
 01/19  20:00:00,-1.1,276,0,0,224,1.166662,-2.834549724,0.002428474
 01/19  21:00:00,-1.7,274.75,0,0,0,0.8749965,-3.048723653,0.002511434
 01/19  22:00:00,-1.7,273.375,0,0,0,0,-3.214567998,0.002410588
 01/19  23:00:00,-1.7,273,0,0,0,0,-3.214567998,0.002410588
 01/19  24:00:00,-2.2,271.75,0,0,0,0,-3.513819158,0.002408287
 01/20  01:00:00,-3.3,268.5,0,0,0,0,-4.236834594,0.002371128
 01/20  02:00:00,-2.2,269.5,0,0,0,0,-3.514611925,0.002410731
 01/20  03:00:00,-2.8,269.75,0,0,0,0,-3.917727012,0.002383987
 01/20  04:00:00,-2.8,269,0,0,0,0,-3.917727012,0.002383987
 01/20  05:00:00,-2.8,269,0,0,0,0,-3.917046261,0.002381569
 01/20  06:00:00,-2.8,269,0,0,0,0,-3.917046261,0.002381569
 01/20  07:00:00,-2.8,269,0,0,224,2.625,-3.917046261,0.002381569
 01/20  08:00:00,-2.8,269,25.3125,0,224,3.5,-3.916365223,0.002379157
 01/20  09:00:00,-2.8,269,84.6875,0,0,0.875,-3.916365223,0.002379157
 01/20  10:00:00,-2.2,270.25,148.125,0.1875,0,0,-3.512239542,0.002403412
 01/20  11:00:00,-1.7,272.25,187.5625,0.9375,224,0.8749965,-3.212762402,0.002405709
 01/20  12:00:00,-1.7,273,210.5,1,224,2.9166655,-3.212762402,0.002405709
 01/20  13:00:00,-1.1,274.875,191.5625,125.3125,224,4.3749965,-2.66233283,0.00253449
 01/20  14:00:00,0,260.375,98.4375,631.1875,0,1.1666655,-1.956096433,0.00258325
 01/20  15:00:00,1.1,248.5,57.75,673.75,0,0,-1.33322269,0.002588674
 01/20  16:00:00,1.7,248.875,40.1875,459.5,0,0,-1.029352986,0.002571814
 01/20  17:00:00,-0.6,247.5,12.75,70.875,0,0,-2.201625343,0.002639486
 01/20  18:00:00,-2.2,246,0,0,0,0,-3.35255319,0.002502468
 01/20  19:00:00,-2.2,244.75,0,0,0,0,-3.139831165,0.002631343
 01/20  20:00:00,-2.2,251.5,0,0,0,0,-2.981221596,0.002728034
 01/20  21:00:00,-1.1,270.375,0,0,0,0,-1.926468922,0.002991273
 01/20  22:00:00,-1.1,279,0,0,0,0,-1.926468922,0.002991273
 01/20  23:00:00,-1.1,279,0,0,0,0,-1.926941828,0.002994309
 01/20  24:00:00,-1.1,279,0,0,0,0,-1.926941828,0.002994309
 01/21  01:00:00,-1.1,279,0,0,0,0,-1.704186176,0.003135928
 01/21  02:00:00,-1.1,279,0,0,0,0,-1.704186176,0.003135928
 01/21  03:00:00,-0.6,280.875,0,0,0,0,-1.219665772,0.00327261
 01/21  04:00:00,-0.6,282,0,0,0,0,-1.220014519,0.00327594
 01/21  05:00:00,-0.6,282,0,0,0,0,-1.049867614,0.003390416
 01/21  06:00:00,-0.6,282,0,0,0,0,-1.050115761,0.003393874
 01/21  07:00:00,-0.6,263.25,0,0,0,0,-1.450666442,0.003140746
 01/21  08:00:00,0.6,256.375,25.125,44.0625,0,0,-0.51449684,0.0033299
 01/21  09:00:00,2.2,262.125,82.125,172.5,0,0,0.860137762,0.003600274
 01/21  10:00:00,5,274.625,144.6875,203.5,0,0,2.821769777,0.003892523
 01/21  11:00:00,6.7,285.375,164.0625,384.6875,0,0,3.959924862,0.004071482
 01/21  12:00:00,8.3,293,182.3125,379.125,0,0,5.205881682,0.004413666
 01/21  13:00:00,9.4,299.75,179.625,294.875,0,0,6.265592778,0.004838148
 01/21  14:00:00,10.6,311.375,176.3125,147.875,0,0,7.324741005,0.005252028
 01/21  15:00:00,12.2,329.5,99.625,45.5625,0,0,8.222884868,0.005384329
 01/21  16:00:00,11.1,330.125,66.5,45.0625,0,0,8.25203825,0.005859591
 01/21  17:00:00,11.7,317.875,20.875,13.9375,0,0,8.794066925,0.006093261
 01/21  18:00:00,6.1,296.125,0,0,0,0,4.596755745,0.004823561
 01/21  19:00:00,2.8,294.125,0,0,0,0,1.622984603,0.003909921
 01/21  20:00:00,2.2,297.125,0,0,0,0,1.247069424,0.003883367
 01/21  21:00:00,2.2,296,0,0,0,0,1.247624743,0.003879387
 01/21  22:00:00,2.2,296.625,0,0,0,0,1.504528766,0.004058979
 01/21  23:00:00,2.2,295.75,0,0,0,0,1.054687675,0.003737815
 01/21  24:00:00,1.7,294.375,0,0,0,0,1.019614371,0.003915548
 01/22  01:00:00,1.7,294,0,0,0,0,1.020011542,0.003911544
 01/22  02:00:00,1.7,293.375,0,0,0,0,0.770028627,0.003730875
 01/22  03:00:00,1.1,291.75,0,0,0,0,0.43912799,0.00373413
 01/22  04:00:00,0.6,288.5,0,0,0,0,-0.328974681,0.003434834
 01/22  05:00:00,0.6,287,0,0,0,0,-0.327967579,0.003427857
 01/22  06:00:00,0.6,287,0,0,0,0,-0.509029003,0.003299529
 01/22  07:00:00,1.1,287.625,0,0,0,0,-0.433889061,0.003163352
 01/22  08:00:00,0.6,286.125,15.375,4.125,0,0,-1.244765204,0.002803132
 01/22  09:00:00,0.6,285,67.375,24.0625,0,0,-1.24271224,0.002797489
 01/22  10:00:00,0.6,280,143.6875,128.875,0,0,-1.241686272,0.002794677
 01/22  11:00:00,1.1,267,152.6875,456.8125,0,0,-1.190747212,0.002645699
 01/22  12:00:00,1.7,263.5,126.4375,569.375,0,0,-0.814731326,0.002676005
 01/22  13:00:00,2.2,260,78.3125,756.5,0,0,-0.597855463,0.002636394
 01/22  14:00:00,2.8,254.5,73.625,758.4375,0,0,-0.595428891,0.002424154
 01/22  15:00:00,2.8,252.375,61.5625,660.25,0,0,-0.879292668,0.002234769
 01/22  16:00:00,3.3,252.625,43,447.625,0,0,-0.776983545,0.002119908
 01/22  17:00:00,0.6,250.5,15.4375,103.1875,0,0,-2.118789627,0.002224794
 01/22  18:00:00,-2.2,242.125,0,0,0,0,-3.985130347,0.002088671
 01/22  19:00:00,-3.3,235.5,0,0,0,0,-4.677212599,0.002075228
 01/22  20:00:00,-3.9,230.25,0,0,0,0,-5.086707832,0.002054661
 01/22  21:00:00,-4.4,226.75,0,0,0,0,-5.412545606,0.002045941
 01/22  22:00:00,-5.6,226,0,0,0,0,-6.241451481,0.002012093
 01/22  23:00:00,-5,224.75,0,0,0,0,-5.97836674,0.001943565
 01/22  24:00:00,-6.1,221.5,0,0,0,0,-6.722859363,0.001927122
 01/23  01:00:00,-5.6,226.25,0,0,0,0,-6.241451481,0.002012093
 01/23  02:00:00,-5.6,238.75,0,0,0,0,-6.241451481,0.002012093
 01/23  03:00:00,-5,245.25,0,0,0,0,-5.843344263,0.002018561
 01/23  04:00:00,-6.7,232.25,0,0,0,0,-7.462780566,0.001743164
 01/23  05:00:00,-7.2,219,0,0,0,0,-7.822095441,0.001730965
 01/23  06:00:00,-8.3,213.5,0,0,0,0,-8.58940775,0.001722265
 01/23  07:00:00,-7.8,213.25,0,0,0,0,-8.248422369,0.001719312
 01/23  08:00:00,-7.8,219.625,21.5625,76.875,224,2.3333345,-8.248118255,0.001717602
 01/23  09:00:00,-3.9,226.75,63.9375,353.8125,224,8.458338,-4.79640878,0.002212991
 01/23  10:00:00,-1.7,234.625,93.4375,524.1875,0,1.45833345,-2.871305083,0.002565473
 01/23  11:00:00,0,244.875,113.6875,570.5,224,2.625,-1.635519357,0.002729805
 01/23  12:00:00,1.1,247.75,119.8125,587,0,0.875,-1.311582941,0.002547334
 01/23  13:00:00,2.2,249.5,119.0625,656.4375,224,10.5,-0.863364165,0.00244469
 01/23  14:00:00,2.8,252.25,108.0625,614,0,8.166669,-0.588061107,0.002414468
 01/23  15:00:00,3.3,254.25,87.9375,510.25,0,0,0.114333963,0.002550201
 01/23  16:00:00,3.9,255.625,58.25,310.4375,0,0,0.040001784,0.002257816
 01/23  17:00:00,1.7,251,19,54.75,0,0,-1.476301881,0.002231636
 01/23  18:00:00,-1.1,242.375,0,0,0,0,-2.990914192,0.002287702
 01/23  19:00:00,-2.2,236.5,0,0,0,0,-3.502063908,0.002372205
 01/23  20:00:00,-2.2,235.625,0,0,0,0,-3.132069606,0.002594534
 01/23  21:00:00,-2.2,236,0,0,0,0,-3.34297457,0.00246747
 01/23  22:00:00,-3.3,232.875,0,0,0,0,-4.228262983,0.002335605
 01/23  23:00:00,-2.8,232.875,0,0,0,0,-3.753736276,0.002436469
 01/23  24:00:00,-2.8,234,0,0,0,0,-3.551041035,0.002559841
 01/24  01:00:00,-2.8,234,0,0,0,0,-3.75488292,0.002441347
 01/24  02:00:00,-2.2,245.875,0,0,0,0,-2.975711276,0.002695254
 01/24  03:00:00,-1.1,268.625,0,0,0,0,-2.311603898,0.002710876
 01/24  04:00:00,-1.1,278,0,0,0,0,-2.311603898,0.002710876
 01/24  05:00:00,-1.1,278,0,0,0,0,-2.312300717,0.002713593
 01/24  06:00:00,-1.1,278,0,0,0,0,-2.312300717,0.002713593
 01/24  07:00:00,-1.1,278,0,0,224,5.833338,-2.088829587,0.002856253
 01/24  08:00:00,-0.6,279.25,13.6875,6.9375,224,5.833338,-2.017745862,0.002722359
 01/24  09:00:00,0,281.25,51.3125,4.625,224,2.041669,-1.641972896,0.002748999
 01/24  10:00:00,0.6,283.875,116.5,5.5,0,1.7500035,-1.240661578,0.002791869
 01/24  11:00:00,1.7,287.5,173.375,7.25,0,0,-0.682443583,0.002762711
 01/24  12:00:00,1.7,289.625,212.25,5.5625,0,0,-0.48749983,0.002898639
 01/24  13:00:00,2.8,292.5,207.1875,6.3125,224,3.5,0.083784964,0.002765802
 01/24  14:00:00,2.2,292.125,178.4375,3.625,0,3.5,-0.607017311,0.002652359
 01/24  15:00:00,2.2,290.375,132.6875,1.375,0,0,-0.745762478,0.002564667
 01/24  16:00:00,2.2,290.625,74.625,1.5625,0,0,-0.610085576,0.002657724
 01/24  17:00:00,2.8,292.25,19.5,0.125,0,0,-0.256752933,0.002682463
 01/24  18:00:00,2.8,293.625,0,0,0,0,0.283709756,0.002918871
 01/24  19:00:00,-0.6,287.125,0,0,0,0,-0.823449384,0.003520727
 01/24  20:00:00,0.6,286.75,0,0,0,0,0.132391263,0.003708068
 01/24  21:00:00,1.7,291.5,0,0,0,0,0.772754694,0.003711919
 01/24  22:00:00,1.7,293.625,0,0,0,0,1.021994061,0.003891645
 01/24  23:00:00,1.7,294,0,0,0,0,1.021598773,0.003895609
 01/24  24:00:00,2.2,295.25,0,0,0,0,1.250385417,0.003859613
 01/25  01:00:00,2.2,296,0,0,0,0,1.249835284,0.003863552
 01/25  02:00:00,2.8,297.25,0,0,0,0,1.426862994,0.003746796
 01/25  03:00:00,2.2,296.125,0,0,0,0,0.862495402,0.003589257
 01/25  04:00:00,1.7,293.75,0,0,0,0,0.5817495,0.003594764
 01/25  05:00:00,0.6,289.25,0,0,0,0,-0.329478306,0.003438333
 01/25  06:00:00,-1.1,281.375,0,0,0,0,-2.096810303,0.002896956
 01/25  07:00:00,-1.1,277.375,0,0,112,1.75,-2.492684276,0.00264591
 01/25  08:00:00,-1.1,277,21.1875,0,0,5.25,-2.491873741,0.002643223
 01/25  09:00:00,-1.1,272,65,37.5,0,0,-2.491873741,0.002643223
 01/25  10:00:00,-1.1,268.375,130.0625,150,0,0,-2.834549724,0.002428474
 01/25  11:00:00,-1.7,270.5,165.3125,14.1875,0,0,-3.661079654,0.002141822
 01/25  12:00:00,-1.7,272,177.3125,7.125,224,5.25,-3.548868912,0.002208992
 01/25  13:00:00,-1.1,273.875,162.5625,3,224,9.9166655,-3.124896587,0.002254146
 01/25  14:00:00,-1.1,275,153.375,109.8125,0,6.1249965,-3.124896587,0.002254146
 01/25  15:00:00,-1.1,253.75,85.4375,502.4375,0,0,-3.593380902,0.001971484
 01/25  16:00:00,-1.7,238.5,53.6875,366.625,0,0,-4.40171063,0.001707301
 01/25  17:00:00,-2.8,235.125,17.4375,85.5,0,0,-4.966860747,0.001769174
 01/25  18:00:00,-5,225.875,0,0,0,0,-6.678717016,0.00159428
 01/25  19:00:00,-5,221.625,0,0,0,0,-6.584878829,0.001643362
 01/25  20:00:00,-5,243.875,0,0,0,0,-6.446225045,0.001719419
 01/25  21:00:00,-5,256.375,0,0,0,0,-6.584878829,0.001643362
 01/25  22:00:00,-5,256.625,0,0,0,0,-6.308102576,0.001795495
 01/25  23:00:00,-5,257,0,0,0,0,-6.446225045,0.001719419
 01/25  24:00:00,-6.1,253.25,0,0,0,0,-7.456149597,0.001565706
 01/26  01:00:00,-6.7,249.75,0,0,0,0,-7.883251673,0.001552177
 01/26  02:00:00,-6.7,249,0,0,0,0,-7.883251673,0.001552177
 01/26  03:00:00,-7.2,247.75,0,0,0,0,-8.227940244,0.001550661
 01/26  04:00:00,-7.8,245.75,0,0,0,0,-8.67481559,0.001531317
 01/26  05:00:00,-7.2,246.25,0,0,0,0,-8.348332997,0.001487646
 01/26  06:00:00,-7.2,247,0,0,0,0,-8.227940244,0.001550661
 01/26  07:00:00,-8.3,243.875,0,0,224,2.0416655,-9.371847818,0.001351181
 01/26  08:00:00,-8.9,240.125,19.6875,1.6875,0,6.1249965,-9.82283244,0.001334593
 01/26  09:00:00,-8.9,238.375,67,2.5625,0,0,-10.03872857,0.001226169
 01/26  10:00:00,-9.4,236.125,129.75,2.4375,0,0,-10.71202591,0.001069475
 01/26  11:00:00,-10,232.5,174.4375,8.125,0,0,-11.4620275,0.00091483
 01/26  12:00:00,-10.6,230.375,182.4375,9.125,224,9.6250035,-11.7461837,0.000992288
 01/26  13:00:00,-10.6,229.375,184,50.375,224,6.416669,-11.94004369,0.000899127
 01/26  14:00:00,-10.6,219,152.875,194.375,0,3.2083345,-12.16723103,0.000790473
 01/26  15:00:00,-11.1,219.875,109.0625,43.0625,224,0.2916655,-12.77018222,0.000681014
 01/26  16:00:00,-13.3,212.75,83.4375,121.25,44.8,1.5749965,-14.61966629,0.000606189
 01/26  17:00:00,-14.4,196,21.625,129.5,0,0.7,-15.78916842,0.000471329
 01/26  18:00:00,-15.6,187.5,0,0,0,0,-16.82129488,0.00044064
 01/26  19:00:00,-16.1,184.75,0,0,224,1.166662,-17.29660579,0.000411277
 01/26  20:00:00,-17.2,177.125,0,0,224,1.166662,-18.25809628,0.000387946
 01/26  21:00:00,-17.8,174.25,0,0,0,0.8749965,-18.71383055,0.000406107
 01/26  22:00:00,-17.8,171.875,0,0,0,0,-18.8830125,0.000334403
 01/26  23:00:00,-18.9,168.75,0,0,0,0,-19.73589038,0.000365898
 01/26  24:00:00,-19.4,168.625,0,0,0,0,-20.21865437,0.000342014
 01/27  01:00:00,-19.4,167.125,0,0,0,0,-20.21935789,0.000342358
 01/27  02:00:00,-20,164.75,0,0,0,0,-20.77948844,0.000323236
 01/27  03:00:00,-20,164,0,0,0,0,-20.77948844,0.000323236
 01/27  04:00:00,-20,164,0,0,0,0,-20.77948844,0.000323236
 01/27  05:00:00,-20,164,0,0,0,0,-20.77948844,0.000323236
 01/27  06:00:00,-21.1,162.125,0,0,0,0,-21.7818018,0.000302337
 01/27  07:00:00,-21.1,161,0,0,224,2.625,-21.7818018,0.000302337
 01/27  08:00:00,-21.1,161,16.3125,258.9375,224,3.5,-21.7818018,0.000302337
 01/27  09:00:00,-20,162.875,37.0625,658.0625,0,0.875,-20.7788137,0.000322911
 01/27  10:00:00,-17.8,167.75,49.125,814,0,0,-18.84538127,0.000350336
 01/27  11:00:00,-16.7,171.875,58.3125,887.75,224,0.8749965,-17.92416232,0.000353503
 01/27  12:00:00,-16.1,174.25,62.6875,915.875,224,2.9166655,-17.42728537,0.000355519
 01/27  13:00:00,-15,176.875,62.25,915.6875,224,4.3749965,-16.46804832,0.000383328
